"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Quando ero piccolo, leggevo molti fumetti.","Quando ero piccolo, ___ molti fumetti.","When I was little, I used to read a lot of comic books.","","","ho letto","leggo","leggevo","stavo leggendo","C","A2","Imperfetto vs. Passato Prossimo","The 'imperfetto' (imperfect tense) is used to describe habitual actions or states in the past. 'Quando ero piccolo' (when I was little) signals a period of time, and the action of reading was a habit during that time, making 'leggevo' the correct choice.","https://www.lawlessitalian.com/grammar/verbs/imperfetto/"
"Mi chiamo Marco e sono italiano.","Mi chiamo Marco e ___ italiano.","My name is Marco and I am Italian.","masculine speaker","","essere","è","sono","sei","C","A2","Verbo Essere e Presente Indicativo","The verb 'essere' (to be) is conjugated as 'sono' for the first-person singular pronoun 'io' (I). The sentence 'mi chiamo Marco' implies the subject 'io', making 'sono' the correct verb form for 'I am'.","https://www.lawlessitalian.com/grammar/verbs/essere/"
"Quando ero piccola, andavo sempre a scuola a piedi.","Quando ero piccola, ___ sempre a scuola a piedi.","When I was little, I always went to school on foot.","habitual past action","","sono andata","vado","andavo","andrò","C","A2","Imperfetto vs. Passato Prossimo","The imperfect describes habitual actions in the past. 'Sempre' (always) indicates repetition and routine.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Stamattina ho incontrato un vecchio amico per strada.","Stamattina ___ incontrato un vecchio amico per strada.","This morning I met an old friend on the street.","completed action","","incontravo","ho","avevo","stavo","B","A2","Imperfetto vs. Passato Prossimo","The compound past describes completed actions at specific times. 'Stamattina' (this morning) indicates a specific moment.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Mentre leggevo il giornale, è suonato il telefono.","Mentre ___ il giornale, è suonato il telefono.","While I was reading the newspaper, the phone rang.","background action","","ho letto","leggo","leggevo","leggerò","C","A2","Imperfetto vs. Passato Prossimo","The imperfect describes background actions, while compound past describes interrupting events. 'Mentre' (while) introduces the background action.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Non c'è niente di interessante in questo negozio.","Non c'è ___ di interessante in questo negozio.","There is nothing interesting in this store.","","","qualcosa","tutto","niente","qualche","C","A2","Aggettivi e Pronomi Indefiniti","'Niente' means 'nothing'. In Italian, double negatives are required: 'non' + 'niente'.","https://www.lawlessitalian.com/grammar/indefinite-pronouns"
"Ho bisogno di qualcosa da bere perché ho sete.","Ho bisogno di ___ da bere perché ho sete.","I need something to drink because I'm thirsty.","","","niente","qualcosa","nessuno","tutto","B","A2","Aggettivi e Pronomi Indefiniti","'Qualcosa' means 'something'. It's used to refer to an unspecified thing or object.","https://www.lawlessitalian.com/grammar/indefinite-pronouns"
"Questo regalo è per te, spero che ti piaccia.","Questo regalo è ___ te, spero che ti piaccia.","This gift is for you, I hope you like it.","","","di","a","da","per","D","A2","Preposizioni Semplici","The preposition 'per' means 'for' and indicates purpose, destination, or beneficiary. 'Per te' means 'for you'.","https://www.lawlessitalian.com/grammar/prepositions"
"L'hotel in cui abbiamo dormito era molto comodo.","L'hotel in ___ abbiamo dormito era molto comodo.","The hotel where we slept was very comfortable.","","","che","cui","quale","chi","B","A2","Pronomi Relativi","'Cui' is used after prepositions. 'In cui' means 'in which' or 'where' (referring to a place).","https://www.lawlessitalian.com/grammar/relative-pronouns"
"Le mie sorelle sono studentesse all'università.","Le mie sorelle ___ studentesse all'università.","My sisters are students at the university.","","","è","sono","hanno","fanno","B","A2","Verbo Essere e Presente Indicativo","The verb 'essere' agrees with the subject. 'Le mie sorelle' (my sisters) requires third person plural 'sono'.","https://www.lawlessitalian.com/grammar/essere"
"La ragazza che abita sopra di me è molto gentile.","La ragazza ___ abita sopra di me è molto gentile.","The girl who lives above me is very kind.","","","che","cui","quale","chi","A","A2","Pronomi Relativi","Use 'che' as the relative pronoun for subjects or direct objects. It means 'who/that/which' and never changes form.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Signora, mi dia il suo documento, per cortesia!","Signora, mi ___ il suo documento, per cortesia!","Madam, give me your document, please!","","","dia","dai","date","da'","A","A2","Imperativo Formale","The formal imperative of 'dare' uses the subjunctive form 'dia' for the Lei form.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Alcuni studenti hanno già finito l'esame.","___ studenti hanno già finito l'esame.","Some students have already finished the exam.","","","Alcuni","Qualche","Ogni","Alcuno","A","A2","Aggettivi e Pronomi Indefiniti","'Alcuni/e' (some) is used with plural nouns and agrees in gender. 'Qualche' takes singular nouns despite meaning 'some'.","https://www.lawlessitalian.com/grammar/indefinite-adjectives/"
"Saresti così gentile da aprire la finestra?","___ così gentile da aprire la finestra?","Would you be so kind as to open the window?","","","Saresti","Sei","Sarai","Eri","A","A2","Condizionale Presente","The conditional 'saresti' makes requests more polite and tentative than the present tense.","https://www.lawlessitalian.com/grammar/conditional/"
"Professore, venga pure nel mio ufficio!","Professore, ___ pure nel mio ufficio!","Professor, please come into my office!","","","venga","vieni","venite","viene","A","A2","Imperativo Formale","The formal imperative of 'venire' uses the subjunctive form 'venga' for the Lei form.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Preferiresti il tè o il caffè?","___ il tè o il caffè?","Would you prefer tea or coffee?","","","Preferiresti","Preferisci","Preferirai","Preferivi","A","A2","Condizionale Presente","The conditional 'preferiresti' is used for polite offers and hypothetical preferences.","https://www.lawlessitalian.com/grammar/conditional/"
"Quando ero piccolo, giocavo sempre con mia sorella.","Quando ero piccolo, ___ sempre con mia sorella.","When I was little, I always used to play with my sister.","","","giocavo","ho giocato","gioco","giocai","A","A2","Imperfetto vs. Passato Prossimo","Imperfetto expresses habitual actions in the past. 'Sempre' with past reference indicates repetition.","https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/"
"Vuoi vedere le foto del viaggio? Te le mostro subito.","Vuoi vedere le foto del viaggio? ___ mostro subito.","Do you want to see the trip photos? I'll show them to you right away.","","","Te le","Me le","Le ti","Ti le","A","A2","Pronomi Combinati","'Te' (to you) + 'le' (them, feminine) = 'te le'. The indirect pronoun comes before the direct pronoun.","https://www.lawlessitalian.com/pronomi-combinati/"
"Hai portato i documenti a Giovanni? No, glieli porto domani.","Hai portato i documenti a Giovanni? No, ___ porto domani.","Did you bring the documents to Giovanni? No, I'll bring them to him tomorrow.","","","glieli","gli li","li gli","se li","A","A2","Pronomi Combinati","'Gli' (to him) + 'li' (them, masculine) becomes 'glieli'. The indirect pronoun changes to 'glie-' before direct object pronouns.","https://www.lawlessitalian.com/glielo-gliela/"
"Le chiavi sono sul tavolo, ma non ce le ho messe io.","Le chiavi sono sul tavolo, ma non ___ ho messe io.","The keys are on the table, but I didn't put them there.","","","ce le","me le","le ci","se le","A","A2","Pronomi Combinati","'Ce' (there) + 'le' (them, feminine) = 'ce le' meaning 'them there'. Past participle 'messe' agrees with 'le' (feminine plural).","https://www.lawlessitalian.com/pronomi-combinati/"
"Cosa stai facendo? Sto leggendo un libro.","Cosa stai facendo? ___ leggendo un libro.","What are you doing? I'm reading a book.","","","Sto","Sono","Ho","Faccio","A","A2","Stare + Gerundio","Present progressive uses 'stare' conjugated + gerund (-ando/-endo) to express ongoing actions.","https://www.lawlessitalian.com/stare-gerundio/"
"Le mie sorelle sono molto sportive.","Le mie sorelle ___ molto sportive.","My sisters are very athletic.","","","sono","è","siamo","siete","A","A2","Verbo Essere e Presente Indicativo","'Essere' conjugates as 'sono' for third person plural subjects like 'le mie sorelle'.","https://www.lawlessitalian.com/essere-conjugation/"
"Noi siamo italiani, ma viviamo in Francia.","Noi ___ italiani, ma viviamo in Francia.","We are Italian, but we live in France.","","","siamo","sono","siete","è","A","A2","Verbo Essere e Presente Indicativo","'Essere' conjugates as 'siamo' for first person plural 'noi'.","https://www.lawlessitalian.com/essere-conjugation/"
"Dottoressa, mi dica qual è il problema!","Dottoressa, mi ___ qual è il problema!","Doctor, tell me what the problem is!","formal","","dica","dice","di'","dici","A","A2","Imperativo Formale","Formal imperative (Lei) for 'dire' uses the subjunctive form 'dica'.","https://www.lawlessitalian.com/imperativo-formale/"
"L'anno scorso ho visitato Roma, ma non conoscevo ancora bene la città.","L'anno scorso ho visitato Roma, ma non ___ ancora bene la città.","Last year I visited Rome, but I didn't know the city well yet.","","","conoscevo","ho conosciuto","conosco","conoscerò","A","A2","Imperfetto vs. Passato Prossimo","Use imperfetto for states of knowledge or conditions that existed in the past. 'Conoscere' in imperfetto describes a continuing state.","https://www.lawlessitalian.com/imperfetto-vs-passato-prossimo/"
"Il concerto comincia tra mezz'ora.","Il concerto comincia ___ mezz'ora.","The concert starts in half an hour.","","","tra","da","per","in","A","A2","Preposizioni Semplici","Use 'tra/fra' to indicate time remaining before something happens (in/within).","https://www.lawlessitalian.com/preposizioni-tempo/"
"Che fai? Sto leggendo un libro.","Che fai? ___ leggendo un libro.","What are you doing? I am reading a book.","","","Sono","Vado","Sto","Faccio","C","A2","Stare + Gerundio","To express an action happening at the exact moment of speaking (present progressive), Italian uses the verb 'stare' followed by the gerund. For 'io' (I), the correct form is 'sto'.","https://www.lawlessitalian.com/grammar/verbs/present-progressive/"
"Dove andate voi in vacanza di solito?","Dove ___ voi in vacanza di solito?","Where do you (all) usually go on vacation?","","","andiamo","vanno","andate","vai","C","A2","Verbo Essere e Presente Indicativo","The verb 'andare' (to go) is irregular. The correct present tense conjugation for the second person plural 'voi' (you all) is 'andate'.","https://www.lawlessitalian.com/grammar/present-tense/"
"Da bambino giocavo a tennis, ma ieri ho giocato a calcio.","Da bambino ___ a tennis, ma ieri ho giocato a calcio.","As a child I used to play tennis, but yesterday I played soccer.","","","ho giocato","gioco","giocherò","giocavo","D","A2","Imperfetto vs. Passato Prossimo","The imperfect ('giocavo') is used to describe habitual or repeated actions in the past ('Da bambino' signals this). The 'passato prossimo' ('ho giocato') is used for a specific, completed action at a definite time ('ieri').","https://www.lawlessitalian.com/grammar/verbs/imperfect-vs-passato-prossimo/"
"Hai dato il libro a Marco? Sì, gliel'ho dato ieri.","Hai dato il libro a Marco? Sì, ___ dato ieri.","Did you give the book to Marco? Yes, I gave it to him yesterday.","","","gli ho","gliel'ho","lo ho","se l'ho","B","A2","Pronomi Combinati","When the indirect pronoun 'gli' (to him) is combined with the direct pronoun 'lo' (it), they form 'glielo'. With the auxiliary verb 'avere' in the 'passato prossimo', 'glielo' becomes 'gliel'' before 'ho', resulting in 'gliel'ho'.","https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/"
"Chi ti racconta la storia? Mia mamma me la racconta sempre.","Chi ti racconta la storia? Mia mamma ___ racconta sempre.","Who tells you the story? My mom always tells it to me.","","","me lo","te la","mi la","me la","D","A2","Pronomi Combinati","This sentence combines the indirect pronoun 'mi' (to me) and the direct pronoun 'la' (it, referring to 'la storia'). When combined, 'mi' changes to 'me', creating 'me la'.","https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/"
